QCID,OrderID,Quantity,ProductID,ProductName,TestResult,TestDate,etc
1167,1167,80,1167,라우겐,합격,2024-06-14 13:40:00,긴급 작업 요청
1168,1168,70,1168,생크림소보로,합격,2024-06-14 13:40:00,특별 공정 필요
1169,1169,60,1169,찹쌀브레드,합격,2024-06-16 22:40:00,특별 공정 필요
1170,1170,40,1170,고구마케이크빵,합격,2024-06-16 22:40:00,특별 공정 필요
1171,1171,70,1171,우유도넛,합격,2024-06-16 22:40:00,일반 작업 요청
1172,1172,60,1172,베이글빵,합격,2024-06-15 22:40:00,일반 작업 요청
1173,1173,50,1173,생크림소보로,합격,2024-06-14 22:40:00,특별 공정 필요
1174,1174,40,1174,꽈베기,합격,2024-06-16 22:40:00,정시 납기 요구
1175,1175,50,1175,카라멜 러스크,합격,2024-06-14 22:40:00,정시 납기 요구
1176,1176,60,1176,꿀버터바게트,합격,2024-06-16 13:40:00,정시 납기 요구
1177,1177,70,1177,베이글빵,합격,2024-06-16 13:40:00,일반 작업 요청
1178,1178,80,1178,단팥도넛,합격,2024-06-17 13:40:00,일반 작업 요청
1179,1179,80,1179,생크림소보로,합격,2024-06-17 13:40:00,특별 공정 필요
1180,1180,70,1180,찹쌀브레드,합격,2024-06-17 13:40:00,특별 공정 필요
1181,1181,70,1181,갈릭꽈베기,합격,2024-06-17 13:40:00,긴급 작업 요청
1182,1182,60,1182,라우겐,합격,2024-06-17 13:40:00,긴급 작업 요청
1183,1183,40,1183,꿀버터바게트,합격,2024-06-17 22:40:00,정시 납기 요구
1184,1184,50,1184,베이글빵,합격,2024-06-15 22:40:00,일반 작업 요청
1185,1185,90,1185,단팥도넛,합격,2024-06-16 22:40:00,일반 작업 요청
1186,1186,60,1186,생크림소보로,합격,2024-06-16 22:40:00,특별 공정 필요
1187,1187,90,1187,찹쌀브레드,합격,2024-06-16 22:40:00,특별 공정 필요
1188,1188,40,1188,갈릭꽈베기,합격,2024-06-16 22:40:00,긴급 작업 요청
1189,1189,90,1189,라우겐,합격,2024-06-17 22:40:00,긴급 작업 요청
1190,1190,90,1190,베이글빵,합격,2024-06-18 13:40:00,일반 작업 요청
1191,1191,60,1191,애플파이,합격,2024-06-16 13:40:00,긴급 작업 요청
1192,1192,70,1192,생크림소보로,합격,2024-06-17 13:40:00,특별 공정 필요
1193,1193,60,1193,라우겐,합격,2024-06-17 13:40:00,긴급 작업 요청
1194,1194,70,1194,찹쌀브레드,합격,2024-06-18 13:40:00,특별 공정 필요
1195,1195,40,1195,고구마케이크빵,합격,2024-06-18 13:40:00,특별 공정 필요
1196,1196,70,1196,갈릭꽈베기,합격,2024-06-16 13:40:00,긴급 작업 요청
1197,1197,60,1197,베이글빵,합격,2024-06-18 22:40:00,일반 작업 요청
1198,1198,40,1198,애플파이,합격,2024-06-17 22:40:00,긴급 작업 요청
1199,1199,50,1199,생크림소보로,합격,2024-06-18 22:40:00,특별 공정 필요
1200,1200,60,1200,라우겐,합격,2024-06-18 22:40:00,긴급 작업 요청
1201,1201,40,1201,찹쌀브레드,합격,2024-06-16 22:40:00,특별 공정 필요
1202,1202,50,1202,고구마케이크빵,합격,2024-06-16 22:40:00,특별 공정 필요
1203,1203,70,1203,갈릭꽈베기,합격,2024-06-17 22:40:00,긴급 작업 요청
1204,1204,50,1204,우유도넛,합격,2024-06-19 13:40:00,일반 작업 요청
1205,1205,80,1205,애플파이,합격,2024-06-17 13:40:00,긴급 작업 요청
1206,1206,90,1206,라우겐,합격,2024-06-19 13:40:00,긴급 작업 요청
1207,1207,60,1207,베이글빵,합격,2024-06-18 13:40:00,일반 작업 요청
1208,1208,70,1208,단팥도넛,합격,2024-06-19 13:40:00,일반 작업 요청
1209,1209,60,1209,애플파이,합격,2024-06-19 13:40:00,긴급 작업 요청
1210,1210,40,1210,꽈베기,합격,2024-06-19 13:40:00,정시 납기 요구
1211,1211,80,1211,단팥도넛,합격,2024-06-18 22:40:00,일반 작업 요청
1212,1212,80,1212,애플파이,합격,2024-06-20 22:40:00,긴급 작업 요청
1213,1213,50,1213,꽈베기,합격,2024-06-20 22:40:00,정시 납기 요구
1214,1214,70,1214,베이글빵,합격,2024-06-21 13:40:00,일반 작업 요청
1215,1215,80,1215,단팥도넛,합격,2024-06-19 13:40:00,일반 작업 요청
1216,1216,50,1216,생크림소보로,합격,2024-06-21 13:40:00,특별 공정 필요
1217,1217,90,1217,라우겐,합격,2024-06-21 13:40:00,긴급 작업 요청
1218,1218,60,1218,갈릭꽈베기,합격,2024-06-20 13:40:00,긴급 작업 요청
1219,1219,70,1219,고구마케이크빵,합격,2024-06-22 13:40:00,특별 공정 필요
1220,1220,50,1220,라우겐,합격,2024-06-22 13:40:00,긴급 작업 요청
1221,1221,90,1221,생크림소보로,합격,2024-06-21 13:40:00,특별 공정 필요
1222,1222,50,1222,우유도넛,합격,2024-06-22 13:40:00,일반 작업 요청
1223,1223,40,1223,꿀버터바게트,합격,2024-06-21 13:40:00,정시 납기 요구
1224,1224,60,1224,고구마케이크빵,합격,2024-06-21 22:40:00,특별 공정 필요
1225,1225,90,1225,라우겐,합격,2024-06-21 22:40:00,긴급 작업 요청
1226,1226,90,1226,생크림소보로,합격,2024-06-20 22:40:00,특별 공정 필요
1227,1227,50,1227,우유도넛,합격,2024-06-20 22:40:00,일반 작업 요청
1228,1228,80,1228,꿀버터바게트,합격,2024-06-22 22:40:00,정시 납기 요구
1229,1229,50,1229,고구마케이크빵,합격,2024-06-23 13:40:00,특별 공정 필요
1230,1230,40,1230,라우겐,합격,2024-06-23 13:40:00,긴급 작업 요청
1231,1231,70,1231,단팥도넛,합격,2024-06-21 13:40:00,일반 작업 요청
1232,1232,40,1232,고구마케이크빵,합격,2024-06-23 22:40:00,특별 공정 필요
1233,1233,50,1233,라우겐,합격,2024-06-22 22:40:00,긴급 작업 요청
1234,1234,50,1234,단팥도넛,합격,2024-06-23 22:40:00,일반 작업 요청
1235,1235,70,1235,꽈베기,합격,2024-06-24 13:40:00,정시 납기 요구
1236,1236,90,1236,갈릭꽈베기,합격,2024-06-22 13:40:00,긴급 작업 요청
1237,1237,90,1237,찹쌀브레드,합격,2024-06-24 13:40:00,특별 공정 필요
1238,1238,60,1238,고구마케이크빵,합격,2024-06-24 13:40:00,특별 공정 필요
1239,1239,60,1239,꽈베기,합격,2024-06-24 22:40:00,정시 납기 요구
1240,1240,70,1240,갈릭꽈베기,합격,2024-06-23 22:40:00,긴급 작업 요청
1241,1241,50,1241,찹쌀브레드,합격,2024-06-22 22:40:00,특별 공정 필요
1242,1242,70,1242,고구마케이크빵,합격,2024-06-23 22:40:00,특별 공정 필요
1243,1243,40,1243,우유도넛,합격,2024-06-25 13:40:00,일반 작업 요청
1244,1244,70,1244,베이글빵,합격,2024-06-25 13:40:00,일반 작업 요청
1245,1245,90,1245,찹쌀브레드,합격,2024-06-24 13:40:00,특별 공정 필요
1246,1246,60,1246,라우겐,합격,2024-06-23 13:40:00,긴급 작업 요청
1247,1247,90,1247,카라멜 러스크,합격,2024-06-25 13:40:00,정시 납기 요구
1248,1248,90,1248,우유도넛,합격,2024-06-24 13:40:00,일반 작업 요청
1249,1249,50,1249,꿀버터바게트,합격,2024-06-26 13:40:00,정시 납기 요구
1250,1250,80,1250,생크림소보로,합격,2024-06-26 13:40:00,특별 공정 필요
1251,1251,80,1251,단팥도넛,합격,2024-06-27 13:40:00,일반 작업 요청
1252,1252,40,1252,애플파이,합격,2024-06-26 13:40:00,긴급 작업 요청
1253,1253,50,1253,꽈베기,합격,2024-06-26 13:40:00,정시 납기 요구
1254,1254,40,1254,갈릭꽈베기,합격,2024-06-27 13:40:00,긴급 작업 요청
1255,1255,90,1255,라우겐,합격,2024-06-26 13:40:00,긴급 작업 요청
1256,1256,40,1256,우유도넛,합격,2024-06-26 13:40:00,일반 작업 요청
1257,1257,50,1257,고구마케이크빵,합격,2024-06-25 13:40:00,특별 공정 필요
1258,1258,70,1258,단팥도넛,합격,2024-06-26 22:40:00,일반 작업 요청
1259,1259,60,1259,애플파이,합격,2024-06-27 22:40:00,긴급 작업 요청
1260,1260,40,1260,꽈베기,합격,2024-06-27 22:40:00,정시 납기 요구
1261,1261,40,1261,갈릭꽈베기,합격,2024-06-25 22:40:00,긴급 작업 요청
1262,1262,60,1262,라우겐,합격,2024-06-27 22:40:00,긴급 작업 요청
1263,1263,60,1263,우유도넛,합격,2024-06-27 22:40:00,일반 작업 요청
1264,1264,80,1264,고구마케이크빵,합격,2024-06-26 22:40:00,특별 공정 필요
1265,1265,70,1265,베이글빵,합격,2024-06-27 22:40:00,일반 작업 요청
1266,1266,40,1266,생크림소보로,합격,2024-06-27 22:40:00,특별 공정 필요
1267,1267,90,1267,단팥도넛,합격,2024-06-28 22:40:00,일반 작업 요청
1268,1268,40,1268,꿀버터바게트,합격,2024-06-28 22:40:00,정시 납기 요구
1269,1269,80,1269,생크림소보로,합격,2024-06-27 13:40:00,특별 공정 필요
1270,1270,70,1270,카라멜 러스크,합격,2024-06-29 13:40:00,정시 납기 요구
1271,1271,50,1271,꿀버터바게트,합격,2024-06-29 13:40:00,정시 납기 요구
1272,1272,80,1272,우유도넛,합격,2024-06-27 13:40:00,일반 작업 요청
1273,1273,60,1273,꽈베기,합격,2024-06-27 13:40:00,정시 납기 요구
1274,1274,80,1274,고구마케이크빵,합격,2024-06-27 13:40:00,특별 공정 필요
1275,1275,40,1275,단팥도넛,합격,2024-06-29 13:40:00,일반 작업 요청
1276,1276,90,1276,우유도넛,합격,2024-06-30 13:40:00,일반 작업 요청
1277,1277,40,1277,고구마케이크빵,합격,2024-06-28 13:40:00,특별 공정 필요
1278,1278,40,1278,갈릭꽈베기,합격,2024-06-28 13:40:00,긴급 작업 요청
1279,1279,80,1279,라우겐,합격,2024-06-28 13:40:00,긴급 작업 요청
1280,1280,40,1280,꽈베기,합격,2024-06-30 13:40:00,정시 납기 요구
1281,1281,70,1281,베이글빵,합격,2024-06-29 13:40:00,일반 작업 요청
1282,1282,40,1282,찹쌀브레드,합격,2024-06-29 13:40:00,특별 공정 필요
1283,1283,80,1283,우유도넛,합격,2024-06-28 22:40:00,일반 작업 요청
1284,1284,80,1284,고구마케이크빵,합격,2024-06-28 22:40:00,특별 공정 필요
1285,1285,40,1285,갈릭꽈베기,합격,2024-06-29 22:40:00,긴급 작업 요청
1286,1286,80,1286,라우겐,합격,2024-06-30 22:40:00,긴급 작업 요청
1287,1287,50,1287,꽈베기,합격,2024-06-29 22:40:00,정시 납기 요구
1288,1288,80,1288,베이글빵,합격,2024-06-29 22:40:00,일반 작업 요청
1289,1289,40,1289,찹쌀브레드,불합격,2024-06-29 22:40:00,특별 공정 필요
1290,1290,70,1290,갈릭꽈베기,합격,2024-07-01 13:40:00,긴급 작업 요청
1291,1291,80,1291,베이글빵,합격,2024-06-30 13:40:00,일반 작업 요청
1292,1292,90,1292,카라멜 러스크,불합격,2024-07-01 13:40:00,정시 납기 요구
1293,1293,70,1293,고구마케이크빵,합격,2024-07-01 13:40:00,특별 공정 필요
1294,1294,80,1294,갈릭꽈베기,합격,2024-06-30 13:40:00,긴급 작업 요청
1295,1295,60,1295,단팥도넛,합격,2024-07-02 13:40:00,일반 작업 요청
1296,1296,70,1296,고구마케이크빵,합격,2024-07-02 13:40:00,특별 공정 필요
1297,1297,70,1297,단팥도넛,합격,2024-07-03 13:40:00,일반 작업 요청
1298,1298,50,1298,꿀버터바게트,합격,2024-07-03 13:40:00,정시 납기 요구
1299,1299,80,1299,우유도넛,합격,2024-07-02 13:40:00,일반 작업 요청
1300,1300,80,1300,찹쌀브레드,합격,2024-07-02 13:40:00,특별 공정 필요
1301,1301,70,1301,갈릭꽈베기,합격,2024-07-02 13:40:00,긴급 작업 요청
1302,1302,40,1302,고구마케이크빵,합격,2024-07-01 22:40:00,특별 공정 필요
1303,1303,80,1303,단팥도넛,합격,2024-07-02 22:40:00,일반 작업 요청
1304,1304,70,1304,꿀버터바게트,합격,2024-07-03 22:40:00,정시 납기 요구
1305,1305,40,1305,우유도넛,합격,2024-07-03 22:40:00,일반 작업 요청
1306,1306,70,1306,찹쌀브레드,합격,2024-07-01 22:40:00,특별 공정 필요
1307,1307,90,1307,갈릭꽈베기,합격,2024-07-02 22:40:00,긴급 작업 요청
1308,1308,40,1308,생크림소보로,합격,2024-07-04 22:40:00,특별 공정 필요
1309,1309,50,1309,베이글빵,합격,2024-07-04 22:40:00,일반 작업 요청
1310,1310,70,1310,꽈베기,합격,2024-07-02 22:40:00,정시 납기 요구
1311,1311,90,1311,카라멜 러스크,합격,2024-07-02 22:40:00,정시 납기 요구
1312,1312,90,1312,갈릭꽈베기,합격,2024-07-04 22:40:00,긴급 작업 요청
1313,1313,60,1313,고구마케이크빵,합격,2024-07-03 13:40:00,특별 공정 필요
1314,1314,50,1314,꽈베기,합격,2024-07-05 13:40:00,정시 납기 요구
1315,1315,40,1315,꿀버터바게트,합격,2024-07-04 13:40:00,정시 납기 요구
1316,1316,50,1316,베이글빵,합격,2024-07-05 13:40:00,일반 작업 요청
1317,1317,90,1317,찹쌀브레드,합격,2024-07-04 13:40:00,특별 공정 필요
1318,1318,50,1318,애플파이,합격,2024-07-03 13:40:00,긴급 작업 요청
1319,1319,50,1319,단팥도넛,합격,2024-07-03 13:40:00,일반 작업 요청
1320,1320,90,1320,갈릭꽈베기,합격,2024-07-03 13:40:00,긴급 작업 요청
1321,1321,70,1321,고구마케이크빵,합격,2024-07-03 22:40:00,특별 공정 필요
1322,1322,40,1322,꽈베기,합격,2024-07-05 22:40:00,정시 납기 요구
1323,1323,80,1323,꿀버터바게트,합격,2024-07-04 22:40:00,정시 납기 요구
1324,1324,90,1324,베이글빵,합격,2024-07-04 22:40:00,일반 작업 요청
1325,1325,60,1325,찹쌀브레드,합격,2024-07-04 22:40:00,특별 공정 필요
1326,1326,80,1326,애플파이,합격,2024-07-05 22:40:00,긴급 작업 요청
1327,1327,50,1327,단팥도넛,합격,2024-07-04 22:40:00,일반 작업 요청
1328,1328,80,1328,갈릭꽈베기,합격,2024-07-05 22:40:00,긴급 작업 요청
1329,1329,80,1329,생크림소보로,합격,2024-07-06 13:40:00,특별 공정 필요
1330,1330,50,1330,카라멜 러스크,합격,2024-07-05 13:40:00,정시 납기 요구
1331,1331,40,1331,라우겐,합격,2024-07-05 13:40:00,긴급 작업 요청
1332,1332,80,1332,찹쌀브레드,합격,2024-07-07 13:40:00,특별 공정 필요
1333,1333,40,1333,꽈베기,합격,2024-07-05 13:40:00,정시 납기 요구
1334,1334,80,1334,단팥도넛,합격,2024-07-07 13:40:00,일반 작업 요청
1335,1335,40,1335,갈릭꽈베기,합격,2024-07-07 13:40:00,긴급 작업 요청
1336,1336,50,1336,카라멜 러스크,합격,2024-07-05 13:40:00,정시 납기 요구
1337,1337,50,1337,애플파이,합격,2024-07-07 13:40:00,긴급 작업 요청
1338,1338,60,1338,꿀버터바게트,합격,2024-07-05 13:40:00,정시 납기 요구
1339,1339,60,1339,우유도넛,합격,2024-07-07 13:40:00,일반 작업 요청
1340,1340,50,1340,꿀버터바게트,합격,2024-07-06 13:40:00,정시 납기 요구
1341,1341,90,1341,우유도넛,합격,2024-07-06 13:40:00,일반 작업 요청
1342,1342,60,1342,찹쌀브레드,합격,2024-07-06 13:40:00,특별 공정 필요
1343,1343,90,1343,꽈베기,합격,2024-07-06 13:40:00,정시 납기 요구
1344,1344,40,1344,단팥도넛,합격,2024-07-08 13:40:00,일반 작업 요청
1345,1345,70,1345,생크림소보로,합격,2024-07-07 13:40:00,특별 공정 필요
1346,1346,70,1346,꿀버터바게트,합격,2024-07-07 22:40:00,정시 납기 요구
1347,1347,80,1347,우유도넛,합격,2024-07-07 22:40:00,일반 작업 요청
1348,1348,60,1348,찹쌀브레드,합격,2024-07-06 22:40:00,특별 공정 필요
1349,1349,90,1349,꽈베기,합격,2024-07-07 22:40:00,정시 납기 요구
1350,1350,60,1350,단팥도넛,합격,2024-07-07 22:40:00,일반 작업 요청
1351,1351,90,1351,생크림소보로,합격,2024-07-06 22:40:00,특별 공정 필요
1352,1352,50,1352,베이글빵,합격,2024-07-09 13:40:00,일반 작업 요청
1353,1353,60,1353,단팥도넛,합격,2024-07-08 13:40:00,일반 작업 요청
1354,1354,80,1354,갈릭꽈베기,합격,2024-07-09 13:40:00,긴급 작업 요청
1355,1355,50,1355,생크림소보로,합격,2024-07-09 13:40:00,특별 공정 필요
1356,1356,40,1356,꿀버터바게트,합격,2024-07-09 13:40:00,정시 납기 요구
1357,1357,70,1357,라우겐,합격,2024-07-08 13:40:00,긴급 작업 요청
1358,1358,80,1358,찹쌀브레드,합격,2024-07-08 13:40:00,특별 공정 필요
1359,1359,40,1359,우유도넛,합격,2024-07-09 13:40:00,일반 작업 요청
1360,1360,80,1360,카라멜 러스크,합격,2024-07-08 13:40:00,정시 납기 요구
1361,1361,50,1361,고구마케이크빵,합격,2024-07-08 13:40:00,특별 공정 필요
1362,1362,40,1362,라우겐,합격,2024-07-08 13:40:00,긴급 작업 요청
1363,1363,40,1363,카라멜 러스크,합격,2024-07-09 22:40:00,정시 납기 요구
1364,1364,40,1364,고구마케이크빵,합격,2024-07-08 22:40:00,특별 공정 필요
1365,1365,80,1365,라우겐,합격,2024-07-09 22:40:00,긴급 작업 요청
1366,1366,80,1366,갈릭꽈베기,합격,2024-07-09 13:40:00,긴급 작업 요청
1367,1367,40,1367,찹쌀브레드,합격,2024-07-09 13:40:00,특별 공정 필요
1368,1368,60,1368,라우겐,합격,2024-07-10 13:40:00,긴급 작업 요청
1369,1369,80,1369,꽈베기,불합격,2024-07-11 13:40:00,정시 납기 요구
1370,1370,40,1370,생크림소보로,합격,2024-07-10 13:40:00,특별 공정 필요
1371,1371,50,1371,꿀버터바게트,합격,2024-07-10 13:40:00,정시 납기 요구
1372,1372,90,1372,생크림소보로,합격,2024-07-11 13:40:00,특별 공정 필요
1373,1373,90,1373,고구마케이크빵,합격,2024-07-10 13:40:00,특별 공정 필요
1374,1374,50,1374,카라멜 러스크,합격,2024-07-11 13:40:00,정시 납기 요구
1375,1375,80,1375,찹쌀브레드,합격,2024-07-10 13:40:00,특별 공정 필요
1376,1376,50,1376,갈릭꽈베기,합격,2024-07-10 13:40:00,긴급 작업 요청
1377,1377,80,1377,애플파이,합격,2024-07-12 13:40:00,긴급 작업 요청
1378,1378,40,1378,꿀버터바게트,합격,2024-07-10 22:40:00,정시 납기 요구
1379,1379,70,1379,생크림소보로,합격,2024-07-11 22:40:00,특별 공정 필요
1380,1380,60,1380,고구마케이크빵,합격,2024-07-11 22:40:00,특별 공정 필요
1381,1381,80,1381,카라멜 러스크,합격,2024-07-12 22:40:00,정시 납기 요구
1382,1382,70,1382,찹쌀브레드,합격,2024-07-11 22:40:00,특별 공정 필요
1383,1383,50,1383,갈릭꽈베기,합격,2024-07-11 22:40:00,긴급 작업 요청
1384,1384,60,1384,애플파이,합격,2024-07-11 22:40:00,긴급 작업 요청
1385,1385,70,1385,라우겐,합격,2024-07-13 22:40:00,긴급 작업 요청
1386,1386,60,1386,꽈베기,합격,2024-07-13 22:40:00,정시 납기 요구
1387,1387,50,1387,애플파이,합격,2024-07-12 22:40:00,긴급 작업 요청
1388,1388,70,1388,갈릭꽈베기,합격,2024-07-11 22:40:00,긴급 작업 요청
1389,1389,40,1389,고구마케이크빵,합격,2024-07-11 22:40:00,특별 공정 필요
1390,1390,90,1390,단팥도넛,합격,2024-07-12 22:40:00,일반 작업 요청
1391,1391,50,1391,꿀버터바게트,합격,2024-07-12 22:40:00,정시 납기 요구
1392,1392,50,1392,찹쌀브레드,합격,2024-07-12 22:40:00,특별 공정 필요
1393,1393,90,1393,고구마케이크빵,합격,2024-07-14 13:40:00,특별 공정 필요
1394,1394,90,1394,베이글빵,합격,2024-07-14 13:40:00,일반 작업 요청
1395,1395,80,1395,우유도넛,합격,2024-07-13 13:40:00,일반 작업 요청
1396,1396,50,1396,애플파이,합격,2024-07-13 13:40:00,긴급 작업 요청
1397,1397,50,1397,생크림소보로,합격,2024-07-15 13:40:00,특별 공정 필요
1398,1398,70,1398,갈릭꽈베기,합격,2024-07-13 13:40:00,긴급 작업 요청
1399,1399,90,1399,꿀버터바게트,합격,2024-07-14 13:40:00,정시 납기 요구
1400,1400,80,1400,우유도넛,합격,2024-07-15 13:40:00,일반 작업 요청
1401,1401,40,1401,카라멜 러스크,합격,2024-07-15 13:40:00,정시 납기 요구
1402,1402,90,1402,애플파이,합격,2024-07-13 13:40:00,긴급 작업 요청
1403,1403,60,1403,생크림소보로,합격,2024-07-16 13:40:00,특별 공정 필요
1404,1404,60,1404,꿀버터바게트,합격,2024-07-16 13:40:00,정시 납기 요구
1405,1405,40,1405,갈릭꽈베기,합격,2024-07-14 13:40:00,긴급 작업 요청
1406,1406,50,1406,고구마케이크빵,합격,2024-07-15 13:40:00,특별 공정 필요
1407,1407,50,1407,찹쌀브레드,합격,2024-07-17 13:40:00,특별 공정 필요
1408,1408,90,1408,생크림소보로,합격,2024-07-17 13:40:00,특별 공정 필요
1409,1409,40,1409,꽈베기,합격,2024-07-15 13:40:00,정시 납기 요구
1410,1410,50,1410,꿀버터바게트,합격,2024-07-17 13:40:00,정시 납기 요구
1411,1411,60,1411,단팥도넛,합격,2024-07-16 13:40:00,일반 작업 요청
1412,1412,90,1412,고구마케이크빵,합격,2024-07-17 13:40:00,특별 공정 필요
1413,1413,70,1413,생크림소보로,합격,2024-07-17 13:40:00,특별 공정 필요
1414,1414,90,1414,우유도넛,합격,2024-07-17 13:40:00,일반 작업 요청
1415,1415,80,1415,갈릭꽈베기,합격,2024-07-18 13:40:00,긴급 작업 요청
1416,1416,90,1416,고구마케이크빵,합격,2024-07-16 22:40:00,특별 공정 필요
1417,1417,70,1417,생크림소보로,불합격,2024-07-17 22:40:00,특별 공정 필요
1418,1418,50,1418,우유도넛,합격,2024-07-17 22:40:00,일반 작업 요청
1419,1419,70,1419,갈릭꽈베기,합격,2024-07-16 22:40:00,긴급 작업 요청
1420,1420,40,1420,애플파이,합격,2024-07-19 13:40:00,긴급 작업 요청
1421,1421,90,1421,생크림소보로,합격,2024-07-17 13:40:00,특별 공정 필요
1422,1422,60,1422,우유도넛,합격,2024-07-19 13:40:00,일반 작업 요청
1423,1423,70,1423,꿀버터바게트,합격,2024-07-18 13:40:00,정시 납기 요구
1424,1424,60,1424,갈릭꽈베기,합격,2024-07-18 13:40:00,긴급 작업 요청
1425,1425,60,1425,찹쌀브레드,합격,2024-07-19 13:40:00,특별 공정 필요
1426,1426,40,1426,카라멜 러스크,합격,2024-07-19 13:40:00,정시 납기 요구
1427,1427,90,1427,애플파이,합격,2024-07-17 22:40:00,긴급 작업 요청
1428,1428,60,1428,생크림소보로,합격,2024-07-19 22:40:00,특별 공정 필요
1429,1429,60,1429,우유도넛,합격,2024-07-17 22:40:00,일반 작업 요청
1430,1430,70,1430,꿀버터바게트,합격,2024-07-17 22:40:00,정시 납기 요구
1431,1431,50,1431,갈릭꽈베기,합격,2024-07-19 22:40:00,긴급 작업 요청
1432,1432,50,1432,찹쌀브레드,합격,2024-07-19 22:40:00,특별 공정 필요
1433,1433,90,1433,카라멜 러스크,합격,2024-07-17 22:40:00,정시 납기 요구
1434,1434,70,1434,베이글빵,합격,2024-07-18 13:40:00,일반 작업 요청
1435,1435,50,1435,우유도넛,합격,2024-07-18 13:40:00,일반 작업 요청
1436,1436,50,1436,찹쌀브레드,합격,2024-07-20 13:40:00,특별 공정 필요
1437,1437,90,1437,애플파이,합격,2024-07-19 13:40:00,긴급 작업 요청
1438,1438,70,1438,라우겐,합격,2024-07-19 13:40:00,긴급 작업 요청
1439,1439,80,1439,고구마케이크빵,합격,2024-07-19 13:40:00,특별 공정 필요
1440,1440,80,1440,카라멜 러스크,합격,2024-07-18 13:40:00,정시 납기 요구
1441,1441,80,1441,꽈베기,합격,2024-07-20 13:40:00,정시 납기 요구
1442,1442,50,1442,카라멜 러스크,합격,2024-07-20 13:40:00,정시 납기 요구
1443,1443,40,1443,찹쌀브레드,합격,2024-07-20 13:40:00,특별 공정 필요
1444,1444,80,1444,라우겐,합격,2024-07-20 13:40:00,긴급 작업 요청
1445,1445,90,1445,생크림소보로,합격,2024-07-20 13:40:00,특별 공정 필요
1446,1446,50,1446,꽈베기,합격,2024-07-20 13:40:00,정시 납기 요구
1447,1447,70,1447,갈릭꽈베기,합격,2024-07-20 13:40:00,긴급 작업 요청
1448,1448,70,1448,고구마케이크빵,합격,2024-07-20 13:40:00,특별 공정 필요
1449,1449,60,1449,라우겐,합격,2024-07-21 22:40:00,긴급 작업 요청
1450,1450,60,1450,생크림소보로,합격,2024-07-21 22:40:00,특별 공정 필요
1451,1451,70,1451,꽈베기,합격,2024-07-20 22:40:00,정시 납기 요구
1452,1452,70,1452,갈릭꽈베기,합격,2024-07-22 22:40:00,긴급 작업 요청
1453,1453,60,1453,고구마케이크빵,합격,2024-07-21 22:40:00,특별 공정 필요
1454,1454,70,1454,꿀버터바게트,합격,2024-07-22 22:40:00,정시 납기 요구
1455,1455,50,1455,애플파이,합격,2024-07-23 22:40:00,긴급 작업 요청
1456,1456,60,1456,고구마케이크빵,합격,2024-07-21 22:40:00,특별 공정 필요
1457,1457,40,1457,베이글빵,합격,2024-07-24 13:40:00,일반 작업 요청
1458,1458,60,1458,갈릭꽈베기,합격,2024-07-23 13:40:00,긴급 작업 요청
1459,1459,80,1459,애플파이,합격,2024-07-22 13:40:00,긴급 작업 요청
1460,1460,60,1460,고구마케이크빵,합격,2024-07-24 13:40:00,특별 공정 필요
1461,1461,70,1461,라우겐,합격,2024-07-24 13:40:00,긴급 작업 요청
1462,1462,60,1462,생크림소보로,합격,2024-07-25 13:40:00,특별 공정 필요
1463,1463,80,1463,애플파이,합격,2024-07-24 13:40:00,긴급 작업 요청
1464,1464,70,1464,꽈베기,합격,2024-07-26 13:40:00,정시 납기 요구
1465,1465,80,1465,베이글빵,합격,2024-07-26 13:40:00,일반 작업 요청
1466,1466,50,1466,생크림소보로,합격,2024-07-24 13:40:00,특별 공정 필요
1467,1467,50,1467,갈릭꽈베기,합격,2024-07-26 13:40:00,긴급 작업 요청
1468,1468,40,1468,라우겐,합격,2024-07-24 13:40:00,긴급 작업 요청
1469,1469,80,1469,애플파이,합격,2024-07-25 13:40:00,긴급 작업 요청
1470,1470,50,1470,우유도넛,합격,2024-07-26 13:40:00,일반 작업 요청
1471,1471,40,1471,카라멜 러스크,합격,2024-07-26 13:40:00,정시 납기 요구
1472,1472,80,1472,고구마케이크빵,합격,2024-07-27 13:40:00,특별 공정 필요
1473,1473,60,1473,단팥도넛,합격,2024-07-26 13:40:00,일반 작업 요청
1474,1474,50,1474,우유도넛,합격,2024-07-28 22:40:00,일반 작업 요청
1475,1475,60,1475,애플파이,합격,2024-07-27 22:40:00,긴급 작업 요청
1476,1476,50,1476,찹쌀브레드,합격,2024-07-28 22:40:00,특별 공정 필요
1477,1477,70,1477,꿀버터바게트,합격,2024-07-26 22:40:00,정시 납기 요구
1478,1478,90,1478,단팥도넛,합격,2024-07-26 22:40:00,일반 작업 요청
1479,1479,50,1479,고구마케이크빵,합격,2024-07-26 22:40:00,특별 공정 필요
1480,1480,50,1480,생크림소보로,합격,2024-07-26 22:40:00,특별 공정 필요
1481,1481,70,1481,베이글빵,합격,2024-07-28 22:40:00,일반 작업 요청
1482,1482,60,1482,꿀버터바게트,합격,2024-07-27 13:40:00,정시 납기 요구
1483,1483,50,1483,찹쌀브레드,합격,2024-07-27 13:40:00,특별 공정 필요
1484,1484,60,1484,생크림소보로,합격,2024-07-27 13:40:00,특별 공정 필요
1485,1485,70,1485,베이글빵,합격,2024-07-29 13:40:00,일반 작업 요청
